city,county,state,fips,latitude,longitude,population,redCounty,redState,unemploymentRate,povertyProp,tempDiff,numDisasters,avgEmissionsPerCapita,lessThanHighSchoolProp,medianHouseholdIncome,UNFCCC,hasCommitments,hasActionsUndertaken,hasEmissionInventory,hasInitiativeParticipations,hasImpact,hasMitigations,hasAdaptations,hasRiskAssessments,hasClimateActionPlans,hasFinanceActions
Palmer Heights,Northampton,PA,42095,40.6907,-75.2671,3894,False,False,0.042,0.09699999999999999,-0.3781428571428549,59.0,16.566666666666666,0.08363248899030964,78768.0,False,False,False,False,False,False,False,False,False,False,False
Caseyville,St. Clair,IL,17163,38.6302,-90.0339,3893,False,False,0.043,0.133,0.017488095238093138,60.0,15.483333333333333,0.07725484861880959,66422.0,False,False,False,False,False,False,False,False,False,False,False
Schnecksville,Lehigh,PA,42077,40.6699,-75.6115,3893,False,False,0.044,0.111,-0.3781428571428549,59.0,16.566666666666666,0.10307847590209439,68688.0,False,False,False,False,False,False,False,False,False,False,False
Northumberland,Northumberland,PA,42097,40.8966,-76.7933,3892,True,False,0.05,0.11800000000000001,-0.3781428571428549,59.0,16.566666666666666,0.10378342923586059,50930.0,False,False,False,False,False,False,False,False,False,False,False
Mabank,Kaufman,TX,48257,32.3685,-96.1138,3892,True,True,0.037,0.08900000000000001,-0.08552380952381,255.0,23.05,0.1359742920804828,73660.0,False,False,False,False,False,False,False,False,False,False,False
Highland Acres,Kent,DE,10001,39.1163,-75.5216,3892,False,False,0.052,0.122,-0.17285714285713993,21.0,13.916666666666666,0.1118182043876563,64670.0,False,False,False,False,False,False,False,False,False,False,False
Baden,Beaver,PA,42007,40.6396,-80.2228,3891,True,False,0.054,0.111,-0.3781428571428549,59.0,16.566666666666666,0.05451478435761439,64593.0,False,False,False,False,False,False,False,False,False,False,False
Barrington Hills,Cook,IL,17031,42.1399,-88.2034,3890,False,False,0.05,0.138,0.017488095238093138,60.0,15.483333333333333,0.1202660654913189,72063.0,False,False,False,False,False,False,False,False,False,False,False
Lewisburg,Greenbrier,WV,54025,37.8096,-80.4327,3890,True,True,0.038,0.18899999999999997,0.6762976190476202,68.0,48.5,0.1286004882017901,41958.0,False,False,False,False,False,False,False,False,False,False,False
Parkesburg,Chester,PA,42029,39.9593,-75.9177,3889,False,False,0.032,0.066,-0.3781428571428549,59.0,16.566666666666666,0.05489974816629282,109616.0,False,False,False,False,False,False,False,False,False,False,False
Carrollton,Carroll,KY,21041,38.6799,-85.1658,3889,False,True,0.031,0.179,1.1291190476190494,74.0,25.833333333333332,0.19244806288601912,49814.0,False,False,False,False,False,False,False,False,False,False,False
Chinle,Apache,AZ,4001,36.1505,-109.5794,3888,False,False,0.077,0.284,-0.5132976190476164,68.0,12.383333333333335,0.1782021623152826,41002.0,False,False,False,False,False,False,False,False,False,False,False
Surf City,Pender,NC,37141,34.4346,-77.5644,3888,False,True,0.035,0.10800000000000001,0.8821071428571443,59.0,11.483333333333334,0.1063427097873146,69555.0,False,False,False,False,False,False,False,False,False,False,False
Waikapu,Maui,HI,15009,20.8391,-156.5221,3887,False,False,0.035,0.114,0.47530952380952307,45.0,13.216666666666667,0.07445318666768518,75421.0,False,False,False,False,False,False,False,False,False,False,False
Warminster Heights,Bucks,PA,42017,40.1884,-75.0841,3884,False,False,0.038,0.065,-0.3781428571428549,59.0,16.566666666666666,0.05513858250329597,99755.0,False,False,False,False,False,False,False,False,False,False,False
Pine Level,Autauga,AL,1001,32.5785,-86.4523,3881,True,True,0.023,0.107,1.6794404761904822,82.0,21.900000000000002,0.1041550966829909,66444.0,False,False,False,False,False,False,False,False,False,False,False
White Bluff,Dickson,TN,47043,36.1005,-87.2117,3879,True,True,0.03,0.121,1.395500000000002,69.0,13.716666666666667,0.1281662005593288,61219.0,False,False,False,False,False,False,False,False,False,False,False
Hawaiian Beaches,Hawaii,HI,15001,19.5447,-154.9288,3879,False,False,0.036,0.147,0.47530952380952307,45.0,13.216666666666667,0.071752476628994,67896.0,False,False,False,False,False,False,False,False,False,False,False
Irwin,Westmoreland,PA,42129,40.325,-79.6996,3878,True,False,0.046,0.11199999999999999,-0.3781428571428549,59.0,16.566666666666666,0.0510462952413505,63184.0,False,False,False,False,False,False,False,False,False,False,False
Bellaire,Belmont,OH,39013,40.0176,-80.7469,3878,True,True,0.052,0.159,0.5749285714285755,54.0,17.01666666666667,0.08476603681777634,50602.0,False,False,False,False,False,False,False,False,False,False,False
Kiel,Manitowoc,WI,55071,43.9167,-88.0266,3878,True,False,0.028,0.107,-1.2923571428571456,47.0,16.3,0.07366491967252424,59774.0,False,False,False,False,False,False,False,False,False,False,False
Florence,Fremont,CO,8043,38.3836,-105.1114,3874,True,False,0.047,0.159,-0.07192857142857179,80.0,15.333333333333334,0.10322104486267071,51732.0,False,False,False,False,False,False,False,False,False,False,False
Dawsonville,Dawson,GA,13085,34.4362,-84.125,3871,False,False,0.025,0.09,,65.0,12.716666666666669,0.11618611096306561,76903.0,False,False,False,False,False,False,False,False,False,False,False
Zelienople,Butler,PA,42019,40.7886,-80.1428,3870,True,False,0.042,0.085,-0.3781428571428549,59.0,16.566666666666666,0.04496127407213838,77902.0,False,False,False,False,False,False,False,False,False,False,False
Tangerine,Orange,FL,12095,28.759,-81.6341,3870,False,True,0.029,0.149,1.8295714285714304,130.0,10.883333333333333,0.105328967640912,64579.0,False,False,False,False,False,False,False,False,False,False,False
Woodbridge,San Joaquin,CA,6077,38.1692,-121.3113,3870,False,False,0.052,0.12300000000000001,-0.8213214285714301,284.0,8.716666666666669,0.19700528058346461,79598.0,False,False,False,False,False,False,False,False,False,False,False
Emerald Isle,Carteret,NC,37031,34.6648,-77.0292,3870,False,True,0.035,0.11800000000000001,0.8821071428571443,59.0,11.483333333333334,0.07920140836896171,63146.0,False,False,False,False,False,False,False,False,False,False,False
Hephzibah,Richmond,GA,13245,33.2906,-82.0994,3869,False,False,0.042,0.214,,65.0,12.716666666666669,0.13630921587465822,47816.0,False,False,False,False,False,False,False,False,False,False,False
Clifton,Greenlee,AZ,4011,33.0249,-109.2883,3869,False,False,0.029,0.095,-0.5132976190476164,68.0,12.383333333333335,0.1232211037834085,71669.0,False,False,False,False,False,False,False,False,False,False,False
Prestonsburg,Floyd,KY,21071,37.6819,-82.7661,3868,False,True,0.058,0.28,1.1291190476190494,74.0,25.833333333333332,0.22864133222840452,36253.0,False,False,False,False,False,False,False,False,False,False,False
Mojave,Kern,CA,6029,35.0139,-118.1896,3865,True,False,0.069,0.185,-0.8213214285714301,284.0,8.716666666666669,0.24052093009780118,57926.0,False,False,False,False,False,False,False,False,False,False,False
Rosemont,Cook,IL,17031,41.989,-87.8718,3864,False,False,0.05,0.138,0.017488095238093138,60.0,15.483333333333333,0.1202660654913189,72063.0,False,False,False,False,False,False,False,False,False,False,False
Manning,Clarendon,SC,45027,33.6933,-80.2167,3862,False,True,0.041,0.20800000000000002,1.4022976190476157,30.0,13.733333333333334,0.2022718301828867,41240.0,False,False,False,False,False,False,False,False,False,False,False
Woodlawn,Hamilton,OH,39061,39.2556,-84.471,3862,False,True,0.036,0.157,0.5749285714285755,54.0,17.01666666666667,0.08058353594998263,64087.0,False,False,False,False,False,False,False,False,False,False,False
Rosemont,Montgomery,PA,42091,40.0306,-75.327,3861,False,False,0.035,0.07,-0.3781428571428549,59.0,16.566666666666666,0.053429889754736004,102648.0,False,False,False,False,False,False,False,False,False,False,False
Frackville,Schuylkill,PA,42107,40.7833,-76.2329,3861,True,False,0.05,0.128,-0.3781428571428549,59.0,16.566666666666666,0.10596817990591649,57868.0,False,False,False,False,False,False,False,False,False,False,False
Pulaski,Brown,WI,55009,44.6684,-88.2351,3861,True,False,0.026,0.09300000000000001,-1.2923571428571456,47.0,16.3,0.0762226063681481,67232.0,False,False,False,False,False,False,False,False,False,False,False
French Camp,San Joaquin,CA,6077,37.8803,-121.2803,3860,False,False,0.052,0.12300000000000001,-0.8213214285714301,284.0,8.716666666666669,0.19700528058346461,79598.0,False,False,False,False,False,False,False,False,False,False,False
Thompsonville,Washington,PA,42125,40.2802,-80.1205,3859,True,False,0.046,0.091,-0.3781428571428549,59.0,16.566666666666666,0.06135307762350705,68238.0,False,False,False,False,False,False,False,False,False,False,False
South Blooming Grove,Orange,NY,36071,41.3735,-74.179,3858,True,False,0.032,0.122,-0.9301904761904787,95.0,8.316666666666666,0.1008384879725086,88494.0,False,False,False,False,False,False,False,False,False,False,False
Forsyth,Macon,IL,17115,39.9259,-88.9641,3856,True,False,0.055,0.171,0.017488095238093138,60.0,15.483333333333333,0.08250723991980397,48245.0,False,False,False,False,False,False,False,False,False,False,False
Southern Shops,Spartanburg,SC,45083,34.9846,-81.9934,3856,False,True,0.031,0.13699999999999998,1.4022976190476157,30.0,13.733333333333334,0.1250108659349508,60470.0,False,False,False,False,False,False,False,False,False,False,False
Nichols Hills,Oklahoma,OK,40109,35.5468,-97.5445,3854,False,True,0.029,0.163,0.23913095238095394,173.0,23.28333333333333,0.1158215700842001,57890.0,False,False,False,False,False,False,False,False,False,False,False
Ravenswood,Jackson,WV,54035,38.9561,-81.7619,3853,True,True,0.043,0.154,0.6762976190476202,68.0,48.5,0.10637342908438059,58606.0,False,False,False,False,False,False,False,False,False,False,False
Deephaven,Hennepin,MN,27053,44.9318,-93.5293,3852,False,False,0.025,0.1,-2.001428571428576,60.0,15.733333333333333,0.06133782087771932,84220.0,False,False,False,False,False,False,False,False,False,False,False
Norwood Young America,Carver,MN,27019,44.7721,-93.9192,3852,True,False,0.022,0.046,-2.001428571428576,60.0,15.733333333333333,0.0380597338419524,106582.0,False,False,False,False,False,False,False,False,False,False,False
Nash,Bowie,TX,48037,33.4423,-94.1345,3851,True,True,0.046,0.17800000000000002,-0.08552380952381,255.0,23.05,0.1024676067073171,52934.0,False,False,False,False,False,False,False,False,False,False,False
Loch Lomond,Prince William,VA,51153,38.7812,-77.4817,3851,False,False,0.027,0.064,0.3780833333333362,64.0,12.283333333333333,0.1037427183197931,116354.0,False,False,False,False,False,False,False,False,False,False,False
Avenue B and C,Yuma,AZ,4027,32.7192,-114.6598,3850,False,False,0.125,0.17300000000000001,-0.5132976190476164,68.0,12.383333333333335,0.250899078879187,55991.0,False,False,False,False,False,False,False,False,False,False,False
Clyde,Callahan,TX,48059,32.4056,-99.5039,3850,True,True,0.036,0.121,-0.08552380952381,255.0,23.05,0.1043202293202293,56708.0,False,False,False,False,False,False,False,False,False,False,False
Rocky Ford,Otero,CO,8089,38.0499,-103.7225,3850,True,False,0.042,0.19699999999999998,-0.07192857142857179,80.0,15.333333333333334,0.12158318849739301,45658.0,False,False,False,False,False,False,False,False,False,False,False
Lordship,Greater Bridgeport,CT,9120,41.1533,-73.1197,3850,False,False,,,-0.5519761904761893,31.0,9.883333333333333,,,False,False,False,False,False,False,False,False,False,False,False
Shrewsbury,York,PA,42133,39.7714,-76.6799,3849,True,False,0.038,0.092,-0.3781428571428549,59.0,16.566666666666666,0.09228183687111378,72949.0,False,False,False,False,False,False,False,False,False,False,False
Knox,Starke,IN,18149,41.291,-86.6212,3847,True,True,0.038,0.142,0.5251547619047621,48.0,25.883333333333336,0.1443164123326067,57994.0,False,False,False,False,False,False,False,False,False,False,False
Richwood,Ouachita,LA,22073,32.4485,-92.0773,3847,True,True,0.036,0.255,1.2045357142857114,79.0,40.93333333333333,0.11816376413076689,47737.0,False,False,False,False,False,False,False,False,False,False,False
Auburn Lake Trails,El Dorado,CA,6017,38.8916,-120.9849,3846,True,False,0.034,0.08800000000000001,-0.8213214285714301,284.0,8.716666666666669,0.053218496313932474,87689.0,False,False,False,False,False,False,False,False,False,False,False
Emigsville,York,PA,42133,40.0077,-76.7303,3846,True,False,0.038,0.092,-0.3781428571428549,59.0,16.566666666666666,0.09228183687111378,72949.0,False,False,False,False,False,False,False,False,False,False,False
Grayson,Carter,KY,21043,38.3317,-82.9371,3841,False,True,0.07,0.256,1.1291190476190494,74.0,25.833333333333332,0.2049713193116635,43538.0,False,False,False,False,False,False,False,False,False,False,False
Mogadore,Summit,OH,39153,41.0523,-81.3994,3838,False,True,0.041,0.125,0.5749285714285755,54.0,17.01666666666667,0.07376722633132217,63191.0,False,False,False,False,False,False,False,False,False,False,False
Turners Falls,Franklin,MA,25011,42.5975,-72.5573,3838,False,False,0.034,0.107,-0.6152499999999996,47.0,8.799999999999999,0.06396944300229919,68948.0,False,False,False,False,False,False,False,False,False,False,False
North Hudson,St. Croix,WI,55109,44.9973,-92.7564,3837,True,False,0.031,0.054000000000000006,-1.2923571428571456,47.0,16.3,0.036969696969696965,94629.0,False,False,False,False,False,False,False,False,False,False,False
Pomona,Rockland,NY,36087,41.1891,-74.0543,3837,False,False,0.028,0.152,-0.9301904761904787,95.0,8.316666666666666,0.1114410730937522,98054.0,False,False,False,False,False,False,False,False,False,False,False
Roebuck,Spartanburg,SC,45083,34.8789,-81.9646,3837,False,True,0.031,0.13699999999999998,1.4022976190476157,30.0,13.733333333333334,0.1250108659349508,60470.0,False,False,False,False,False,False,False,False,False,False,False
Kirtland AFB,Bernalillo,NM,35001,35.0497,-106.5599,3837,False,False,0.036,0.152,-0.1509166666666708,83.0,22.53333333333333,0.0971368024387274,59723.0,False,False,False,False,False,False,False,False,False,False,False
Wonder Lake,McHenry,IL,17111,42.3794,-88.3493,3833,True,False,0.04,0.06,0.017488095238093138,60.0,15.483333333333333,0.06464794042793855,92522.0,False,False,False,False,False,False,False,False,False,False,False
Ainaloa,Hawaii,HI,15001,19.5215,-154.9944,3832,False,False,0.036,0.147,0.47530952380952307,45.0,13.216666666666667,0.071752476628994,67896.0,False,False,False,False,False,False,False,False,False,False,False
Tiptonville,Lake,TN,47095,36.3871,-89.4712,3832,True,True,0.05,0.33399999999999996,1.395500000000002,69.0,13.716666666666667,0.26309020760609964,29281.0,False,False,False,False,False,False,False,False,False,False,False
North Cape May,Cape May,NJ,34009,38.9804,-74.9509,3832,True,False,0.065,0.09,-0.4110119047619065,50.0,10.799999999999999,0.05953423705248523,74896.0,False,False,False,False,False,False,False,False,False,False,False
Pine Island,Goodhue,MN,27049,44.1968,-92.6166,3831,True,False,0.026,0.08,-2.001428571428576,60.0,15.733333333333333,0.05603191616053352,74974.0,False,False,False,False,False,False,False,False,False,False,False
Boardman,Morrow,OR,41049,45.8378,-119.6937,3830,True,False,0.041,0.138,-1.1447023809523849,79.0,9.316666666666666,0.2254449571522742,67334.0,False,False,False,False,False,False,False,False,False,False,False
Kelseyville,Lake,CA,6033,38.9704,-122.8328,3828,False,False,0.05,0.165,-0.8213214285714301,284.0,8.716666666666669,0.1340484769079594,55801.0,False,False,False,False,False,False,False,False,False,False,False
Putnam Lake,Putnam,NY,36079,41.4737,-73.5507,3826,True,False,0.029,0.066,-0.9301904761904787,95.0,8.316666666666666,0.06666005075350526,107014.0,False,False,False,False,False,False,False,False,False,False,False
Amberley,Hamilton,OH,39061,39.2035,-84.4283,3824,False,True,0.036,0.157,0.5749285714285755,54.0,17.01666666666667,0.08058353594998263,64087.0,False,False,False,False,False,False,False,False,False,False,False
Boyne City,Charlevoix,MI,26029,45.2136,-85.0132,3821,True,False,0.047,0.091,-0.7531666666666652,37.0,15.283333333333333,0.06016822333453739,64604.0,False,False,False,False,False,False,False,False,False,False,False
West Liberty,Muscatine,IA,19139,41.5727,-91.2623,3821,False,True,0.03,0.111,-1.4649642857142844,63.0,23.683333333333337,0.10391193785487861,63519.0,False,False,False,False,False,False,False,False,False,False,False
Bunker Hill Village,Harris,TX,48201,29.7647,-95.5317,3820,False,True,0.042,0.16399999999999998,-0.08552380952381,255.0,23.05,0.1813170496429777,63539.0,False,False,False,False,False,False,False,False,False,False,False
Booneville,Logan,AR,5083,35.1392,-93.9178,3819,False,True,0.038,0.154,0.912119047619047,71.0,20.983333333333334,0.1227152317880795,45558.0,False,False,False,False,False,False,False,False,False,False,False
Copperopolis,Calaveras,CA,6009,37.9488,-120.6352,3819,True,False,0.036,0.135,-0.8213214285714301,284.0,8.716666666666669,0.09195731166490229,68298.0,False,False,False,False,False,False,False,False,False,False,False
Marshall,Dane,WI,55025,43.1726,-89.0613,3818,False,False,0.022,0.113,-1.2923571428571456,47.0,16.3,0.03924206475389119,77653.0,False,False,False,False,False,False,False,False,False,False,False
Loyola,Santa Clara,CA,6085,37.3503,-122.0979,3818,False,False,0.026,0.069,-0.8213214285714301,284.0,8.716666666666669,0.1081273362719843,141161.0,False,False,False,False,False,False,False,False,False,False,False
Waukon,Allamakee,IA,19005,43.2686,-91.4785,3818,False,True,0.038,0.099,-1.4649642857142844,63.0,23.683333333333337,0.09645448043322774,60717.0,False,False,False,False,False,False,False,False,False,False,False
Juno Beach,Palm Beach,FL,12099,26.8754,-80.0589,3818,False,True,0.029,0.11599999999999999,1.8295714285714304,130.0,10.883333333333333,0.10933399078403759,70024.0,False,False,False,False,False,False,False,False,False,False,False
Laureles,Cameron,TX,48061,26.1168,-97.4875,3818,False,True,0.057,0.24600000000000002,-0.08552380952381,255.0,23.05,0.3054213547554014,46436.0,False,False,False,False,False,False,False,False,False,False,False
Leisure Village West,Ocean,NJ,34029,40.0104,-74.2806,3817,True,False,0.037,0.114,-0.4110119047619065,50.0,10.799999999999999,0.07166791243744948,75732.0,False,False,False,False,False,False,False,False,False,False,False
Baldwin,Habersham,GA,13137,34.486,-83.5497,3817,False,False,0.031,0.133,,65.0,12.716666666666669,0.1946467294559342,55987.0,False,False,False,False,False,False,False,False,False,False,False
Portland,Ionia,MI,26067,42.8697,-84.8991,3816,True,False,0.039,0.115,-0.7531666666666652,37.0,15.283333333333333,0.08484623124371145,64641.0,False,False,False,False,False,False,False,False,False,False,False
Basalt,Eagle,CO,8037,39.3663,-107.0413,3815,False,False,0.026,0.071,-0.07192857142857179,80.0,15.333333333333334,0.08294571694365524,94928.0,False,False,False,False,False,False,False,False,False,False,False
Pittsboro,Hendricks,IN,18063,39.8705,-86.4654,3814,True,True,0.024,0.053,0.5251547619047621,48.0,25.883333333333336,0.04883829964575953,90298.0,False,False,False,False,False,False,False,False,False,False,False
Dwight,Livingston,IL,17105,41.0983,-88.4249,3814,True,False,0.04,0.11699999999999999,0.017488095238093138,60.0,15.483333333333333,0.09862666719436419,61569.0,False,False,False,False,False,False,False,False,False,False,False
Goodland,Sherman,KS,20181,39.3489,-101.7143,3813,True,True,0.023,0.135,-0.07115476190476144,70.0,20.7,0.097366320830008,54207.0,False,False,False,False,False,False,False,False,False,False,False
McGehee,Desha,AR,5041,33.6278,-91.3953,3812,False,True,0.053,0.276,0.912119047619047,71.0,20.983333333333334,0.19112318840579712,39042.0,False,False,False,False,False,False,False,False,False,False,False
Pixley,Tulare,CA,6107,35.9785,-119.3003,3811,True,False,0.082,0.187,-0.8213214285714301,284.0,8.716666666666669,0.27381897186360943,57398.0,False,False,False,False,False,False,False,False,False,False,False
Anthony,El Paso,TX,48141,31.9876,-106.5933,3811,False,True,0.043,0.201,-0.08552380952381,255.0,23.05,0.2024416301904427,50983.0,False,False,False,False,False,False,False,False,False,False,False
Williamston,Ingham,MI,26065,42.6834,-84.2836,3810,False,False,0.044,0.158,-0.7531666666666652,37.0,15.283333333333333,0.06302091366614683,57733.0,False,False,False,False,False,False,False,False,False,False,False
Tri-City,Douglas,OR,41019,42.9894,-123.2999,3810,True,False,0.053,0.165,-1.1447023809523849,79.0,9.316666666666666,0.09455187118594222,52042.0,False,False,False,False,False,False,False,False,False,False,False
Fort Gibson,Muskogee,OK,40101,35.7763,-95.2602,3810,False,True,0.035,0.192,0.23913095238095394,173.0,23.28333333333333,0.1371253298450574,44521.0,False,False,False,False,False,False,False,False,False,False,False
Highland-on-the-Lake,Erie,NY,36029,42.7012,-78.9819,3809,False,False,0.036,0.13699999999999998,-0.9301904761904787,95.0,8.316666666666666,0.07903184644934252,63014.0,False,False,False,False,False,False,False,False,False,False,False
Aledo,Mercer,IL,17131,41.199,-90.7459,3808,True,False,0.041,0.11,0.017488095238093138,60.0,15.483333333333333,0.07477797513321492,64731.0,False,False,False,False,False,False,False,False,False,False,False
Freeland,Luzerne,PA,42079,41.0212,-75.8963,3807,True,False,0.053,0.128,-0.3781428571428549,59.0,16.566666666666666,0.09779699936119886,58645.0,False,False,False,False,False,False,False,False,False,False,False
Hardin,Big Horn,MT,30003,45.7422,-107.6082,3803,False,True,0.044,0.257,-2.2744047619047656,68.0,28.183333333333337,0.1060483870967742,47179.0,False,False,False,False,False,False,False,False,False,False,False
Bishop,Inyo,CA,6027,37.3665,-118.3958,3802,False,False,0.037,0.128,-0.8213214285714301,284.0,8.716666666666669,0.07915029826858723,62381.0,False,False,False,False,False,False,False,False,False,False,False
Unicoi,Unicoi,TN,47171,36.2217,-82.3292,3802,True,True,0.043,0.145,1.395500000000002,69.0,13.716666666666667,0.1379105364838758,44971.0,False,False,False,False,False,False,False,False,False,False,False
San Diego,Duval,TX,48131,27.7609,-98.2389,3801,False,True,0.045,0.3,-0.08552380952381,255.0,23.05,0.2763260835549992,37921.0,False,False,False,False,False,False,False,False,False,False,False
Merchantville,Camden,NJ,34007,39.9502,-75.0504,3800,False,False,0.04,0.12,-0.4110119047619065,50.0,10.799999999999999,0.1081643150066032,77675.0,False,False,False,False,False,False,False,False,False,False,False
Oneida,Scott,TN,47151,36.5171,-84.5108,3799,True,True,0.049,0.22399999999999998,1.395500000000002,69.0,13.716666666666667,0.2009546860293129,40788.0,False,False,False,False,False,False,False,False,False,False,False
Cockrell Hill,Dallas,TX,48113,32.7382,-96.8885,3799,False,True,0.037,0.14400000000000002,-0.08552380952381,255.0,23.05,0.1927701005212322,63549.0,False,False,False,False,False,False,False,False,False,False,False
Red Bud,Randolph,IL,17157,38.2096,-89.9989,3798,True,False,0.036,0.15,0.017488095238093138,60.0,15.483333333333333,0.14922209695603159,58694.0,False,False,False,False,False,False,False,False,False,False,False
Eldorado,Saline,IL,17165,37.8114,-88.4415,3797,True,False,0.05,0.17600000000000002,0.017488095238093138,60.0,15.483333333333333,0.1215421349950498,50914.0,False,False,False,False,False,False,False,False,False,False,False
Hahnville,St. Charles,LA,22089,29.9641,-90.4141,3795,True,True,0.033,0.11800000000000001,1.2045357142857114,79.0,40.93333333333333,0.09295207866919827,70224.0,False,False,False,False,False,False,False,False,False,False,False
Horicon,Dodge,WI,55027,43.4454,-88.6403,3793,True,False,0.026,0.085,-1.2923571428571456,47.0,16.3,0.0801232427076237,67743.0,False,False,False,False,False,False,False,False,False,False,False
Florida Gulf Coast University,Lee,FL,12071,26.4613,-81.7686,3793,True,True,0.031,0.122,1.8295714285714304,130.0,10.883333333333333,0.10232748879728809,66426.0,False,False,False,False,False,False,False,False,False,False,False
Malden,Dunklin,MO,29069,36.585,-89.9808,3790,True,True,0.04,0.223,0.14886904761904773,69.0,19.35,0.20797630381889348,42932.0,False,False,False,False,False,False,False,False,False,False,False
Denver,Lancaster,PA,42071,40.2326,-76.1392,3789,True,False,0.035,0.08800000000000001,-0.3781428571428549,59.0,16.566666666666666,0.1364479848534561,75619.0,False,False,False,False,False,False,False,False,False,False,False
Rexland Acres,Kern,CA,6029,35.3051,-118.997,3788,True,False,0.069,0.185,-0.8213214285714301,284.0,8.716666666666669,0.24052093009780118,57926.0,False,False,False,False,False,False,False,False,False,False,False
White House Station,Hunterdon,NJ,34019,40.6216,-74.7737,3788,True,False,0.029,0.040999999999999995,-0.4110119047619065,50.0,10.799999999999999,0.043108466464006207,122095.0,False,False,False,False,False,False,False,False,False,False,False
South Greeley,Laramie,WY,56021,41.0929,-104.8066,3787,True,True,0.035,0.099,-0.610750000000003,32.0,102.61666666666667,0.060132415176135774,63134.0,False,False,False,False,False,False,False,False,False,False,False
East Sandwich,Barnstable,MA,25001,41.7365,-70.4341,3787,False,False,0.047,0.08,-0.6152499999999996,47.0,8.799999999999999,0.043150684931506846,82980.0,False,False,False,False,False,False,False,False,False,False,False
Golf Manor,Hamilton,OH,39061,39.1878,-84.4469,3786,False,True,0.036,0.157,0.5749285714285755,54.0,17.01666666666667,0.08058353594998263,64087.0,False,False,False,False,False,False,False,False,False,False,False
Wills Point,Van Zandt,TX,48467,32.7093,-96.0052,3786,True,True,0.035,0.133,-0.08552380952381,255.0,23.05,0.13869130551685369,59929.0,False,False,False,False,False,False,False,False,False,False,False
Wyboo,Clarendon,SC,45027,33.5613,-80.2148,3786,False,True,0.041,0.20800000000000002,1.4022976190476157,30.0,13.733333333333334,0.2022718301828867,41240.0,False,False,False,False,False,False,False,False,False,False,False
Boonsboro,Washington,MD,24043,39.5078,-77.6585,3785,False,False,0.033,0.145,-0.1876785714285738,32.0,9.183333333333332,0.1192175767127097,65433.0,False,False,False,False,False,False,False,False,False,False,False
Santa Venetia,Marin,CA,6041,38.0056,-122.5033,3785,False,False,0.027,0.078,-0.8213214285714301,284.0,8.716666666666669,0.06576024909185262,118472.0,False,False,False,False,False,False,False,False,False,False,False
Brentwood,Prince George's,MD,24033,38.9439,-76.9571,3782,False,False,0.035,0.115,-0.1876785714285738,32.0,9.183333333333332,0.1277031257894084,89689.0,False,False,False,False,False,False,False,False,False,False,False
Balmville,Orange,NY,36071,41.5281,-74.0234,3781,True,False,0.032,0.122,-0.9301904761904787,95.0,8.316666666666666,0.1008384879725086,88494.0,False,False,False,False,False,False,False,False,False,False,False
Carter Lake,Pottawattamie,IA,19155,41.2884,-95.9171,3780,False,True,0.028,0.12300000000000001,-1.4649642857142844,63.0,23.683333333333337,0.10040789224056161,66144.0,False,False,False,False,False,False,False,False,False,False,False
Hudson,Caldwell,NC,37027,35.8478,-81.4867,3780,False,True,0.036,0.14800000000000002,0.8821071428571443,59.0,11.483333333333334,0.1851635212551826,44705.0,False,False,False,False,False,False,False,False,False,False,False
Montrose,Wright,MN,27171,45.0669,-93.9203,3779,True,False,0.026,0.049,-2.001428571428576,60.0,15.733333333333333,0.05453944104514635,99744.0,False,False,False,False,False,False,False,False,False,False,False
Zumbrota,Goodhue,MN,27049,44.295,-92.6736,3777,True,False,0.026,0.08,-2.001428571428576,60.0,15.733333333333333,0.05603191616053352,74974.0,False,False,False,False,False,False,False,False,False,False,False
Rochester,Racine,WI,55101,42.7338,-88.2489,3776,True,False,0.035,0.124,-1.2923571428571456,47.0,16.3,0.08285959613904187,69021.0,False,False,False,False,False,False,False,False,False,False,False
Oasis,Riverside,CA,6065,33.5275,-116.1261,3775,False,False,0.042,0.11599999999999999,-0.8213214285714301,284.0,8.716666666666669,0.1700949517992775,78690.0,False,False,False,False,False,False,False,False,False,False,False
Stanley,Chippewa,WI,55017,44.9597,-90.9423,3772,True,False,0.033,0.099,-1.2923571428571456,47.0,16.3,0.07281252007107838,62306.0,False,False,False,False,False,False,False,False,False,False,False
Harrington,Kent,DE,10001,38.9243,-75.5707,3770,False,False,0.052,0.122,-0.17285714285713993,21.0,13.916666666666666,0.1118182043876563,64670.0,False,False,False,False,False,False,False,False,False,False,False
Westhampton,Suffolk,NY,36103,40.8325,-72.6616,3769,True,False,0.031,0.064,-0.9301904761904787,95.0,8.316666666666666,0.0960749787525767,112681.0,False,False,False,False,False,False,False,False,False,False,False
West Nyack,Rockland,NY,36087,41.0907,-73.9714,3768,False,False,0.028,0.152,-0.9301904761904787,95.0,8.316666666666666,0.1114410730937522,98054.0,False,False,False,False,False,False,False,False,False,False,False
Pea Ridge,Santa Rosa,FL,12113,30.603,-87.1022,3765,True,True,0.027,0.08900000000000001,1.8295714285714304,130.0,10.883333333333333,0.07717260341684945,80837.0,False,False,False,False,False,False,False,False,False,False,False
Clearview,Snohomish,WA,53061,47.8292,-122.1451,3763,False,False,0.032,0.07200000000000001,-2.111226190476188,136.0,10.266666666666667,0.07138865214536208,99650.0,False,False,False,False,False,False,False,False,False,False,False
