fips,state,medianHouseholdIncome
29067,MO,41505
29069,MO,42932
29071,MO,68162
29073,MO,56626
29075,MO,49726
29077,MO,53391
29079,MO,49560
29081,MO,47536
29083,MO,48263
29085,MO,40224
29087,MO,54322
29089,MO,55699
29091,MO,45132
29093,MO,44817
29095,MO,63282
29097,MO,51936
29099,MO,68959
29101,MO,59146
29103,MO,45464
29105,MO,46405
29107,MO,68142
29109,MO,51385
29111,MO,47136
29113,MO,76182
29115,MO,49490
29117,MO,51789
29119,MO,41784
29121,MO,49295
29123,MO,46428
29125,MO,52560
29127,MO,54542
29129,MO,49815
29131,MO,47185
29133,MO,38559
29135,MO,56419
29137,MO,52079
29139,MO,52818
29141,MO,50410
29143,MO,39778
29145,MO,58832
29147,MO,49751
29149,MO,37898
29151,MO,67603
29153,MO,41194
29155,MO,36828
29157,MO,56788
29159,MO,49333
29161,MO,49346
29163,MO,51699
29165,MO,86720
29167,MO,53856
29169,MO,58046
29171,MO,46774
29173,MO,61239
29175,MO,48560
29177,MO,68609
29179,MO,42611
29181,MO,37865
29183,MO,92029
29185,MO,41754
29186,MO,63729
29187,MO,48557
29189,MO,72507
29195,MO,51994
29197,MO,49163
29199,MO,48665
29201,MO,49257
29203,MO,36683
29205,MO,50838
29207,MO,46818
29209,MO,53039
29211,MO,46864
29213,MO,47210
29215,MO,41483
29217,MO,48273
29219,MO,71073
29221,MO,44063
29223,MO,41271
29225,MO,59303
29227,MO,45477
29229,MO,41748
29510,MO,49246
30000,MT,63357
30001,MT,53776
30003,MT,47179
30005,MT,46335
30007,MT,66307
30009,MT,62841
30011,MT,52116
30013,MT,57085
30015,MT,51113
30017,MT,54913
30019,MT,52852
30021,MT,70252
30023,MT,45725
30025,MT,63793
30027,MT,54823
30029,MT,65835
30031,MT,78910
30033,MT,49898
30035,MT,44777
30037,MT,43820
30039,MT,52984
30041,MT,54377
30043,MT,68128
30045,MT,51392
30047,MT,50978
30049,MT,67702
30051,MT,49277
30053,MT,48156
30055,MT,51881
30057,MT,62516
30059,MT,45391
30061,MT,50327
30063,MT,65682
30065,MT,54003
30067,MT,59113
30069,MT,48141
30071,MT,53626
30073,MT,47900
30075,MT,52298
30077,MT,47687
30079,MT,46328
30081,MT,60030
30083,MT,63148
30085,MT,47266
30087,MT,61331
30089,MT,50270
30091,MT,56095
30093,MT,52495
30095,MT,75820
30097,MT,61454
30099,MT,59787
30101,MT,49297
30103,MT,58275
30105,MT,55338
30107,MT,42431
30109,MT,51924
30111,MT,69182
31000,NE,66949
31001,NE,57136
31003,NE,57413
31005,NE,58677
31007,NE,59863
31009,NE,53541
31011,NE,64705
31013,NE,65493
31015,NE,51107
31017,NE,52738
31019,NE,65721
31021,NE,61317
31023,NE,66416
31025,NE,77771
31027,NE,64037
31029,NE,59492
31031,NE,53533
31033,NE,54772
31035,NE,64315
31037,NE,69498
31039,NE,66165
31041,NE,56531
31043,NE,64231
31045,NE,50905
31047,NE,61817
31049,NE,51583
31051,NE,64943
31053,NE,59872
31055,NE,69475
31057,NE,52916
31059,NE,65739
31061,NE,54192
31063,NE,53735
31065,NE,54308
31067,NE,56261
31069,NE,53240
31071,NE,51055
31073,NE,67263
31075,NE,64244
31077,NE,53225
31079,NE,60751
31081,NE,73024
31083,NE,58928
31085,NE,57060
31087,NE,50300
31089,NE,61415
31091,NE,52254
31093,NE,70906
31095,NE,57098
31097,NE,50886
31099,NE,72694
31101,NE,53637
31103,NE,49421
31105,NE,52460
31107,NE,54189
31109,NE,65436
31111,NE,61702
31113,NE,61004
31115,NE,53369
31117,NE,54138
31119,NE,61263
31121,NE,64309
31123,NE,52933
31125,NE,56880
31127,NE,56658
31129,NE,59602
31131,NE,67595
31133,NE,50501
31135,NE,61156
31137,NE,66986
31139,NE,64607
31141,NE,70177
31143,NE,69503
31145,NE,63958
31147,NE,54044
31149,NE,53120
31151,NE,63187
31153,NE,88913
31155,NE,78689
31157,NE,53206
31159,NE,75305
31161,NE,47543
31163,NE,54771
31165,NE,46834
31167,NE,71709
31169,NE,56626
31171,NE,53019
31173,NE,52202
31175,NE,52336
31177,NE,100572
31179,NE,59787
31181,NE,58161
31183,NE,50850
31185,NE,64531
32000,NV,66194
32001,NV,67716
32003,NV,63735
32005,NV,74053
32007,NV,81466
32009,NV,53509
32011,NV,80084
32013,NV,77018
32015,NV,85773
32017,NV,64304
32019,NV,71547
32021,NV,53515
32023,NV,59282
32027,NV,52412
32029,NV,79281
32031,NV,76123
32033,NV,63070
32510,NV,64869
33000,NH,88268
33001,NH,75781
33003,NH,66874
33005,NH,67883
33007,NH,53602
33009,NH,77378
33011,NH,90806
33013,NH,80842
33015,NH,104281
33017,NH,91928
33019,NH,64919
34000,NJ,89227
34001,NJ,65693
34003,NJ,104777
34005,NJ,94043
34007,NJ,77675
34009,NJ,74896
34011,NJ,58030
34013,NJ,66191
34015,NJ,93783
34017,NJ,79159
34019,NJ,122095
34021,NJ,86499
34023,NJ,98992
34025,NJ,107500
34027,NJ,122525
34029,NJ,75732
34031,NJ,74016
34033,NJ,69844
34035,NJ,123708
34037,NJ,99695
34039,NJ,85926
34041,NJ,82900
35000,NM,54304
35001,NM,59723
35003,NM,40273
35005,NM,45098
35006,NM,42862
35007,NM,42787
35009,NM,50322
35011,NM,40181
35013,NM,46619
35015,NM,66191
35017,NM,46503
35019,NM,37534
35021,NM,44080
35023,NM,40226
35025,NM,51749
35027,NM,50472
35028,NM,134050
35029,NM,35040
35031,NM,40149
35033,NM,41734
35035,NM,49845
35037,NM,35776
35039,NM,47042
35041,NM,46977
35043,NM,72545
35045,NM,49977
35047,NM,43564
35049,NM,67311
35051,NM,37660
35053,NM,38817
35055,NM,45626
35057,NM,45684
35059,NM,41518
35061,NM,50510
36000,NY,74230
36001,NY,74512
36003,NY,55320
36005,NY,43143
36007,NY,55729
36009,NY,54602
36011,NY,62839
36013,NY,48102
36015,NY,59155
36017,NY,58177
36019,NY,60094
36021,NY,69403
36023,NY,62292
36025,NY,53385
36027,NY,87370
36029,NY,63014
36031,NY,62884
36033,NY,54960
36035,NY,56169
36037,NY,62785
36039,NY,61375
36041,NY,57427
36043,NY,59366
36045,NY,59430
36047,NY,66943
36049,NY,59978
36051,NY,65221
36053,NY,66419
36055,NY,66003
36057,NY,55523
36059,NY,125118
36061,NY,84371
36063,NY,61068
36065,NY,59804
36067,NY,65548
36069,NY,76137
36071,NY,88494
36073,NY,56140
36075,NY,59394
36077,NY,61664
36079,NY,107014
36081,NY,72807
36083,NY,74106
36085,NY,84744
36087,NY,98054
36089,NY,55531
36091,NY,87154
36093,NY,72357
36095,NY,67080
36097,NY,57706
36099,NY,60985
36101,NY,57584
36103,NY,112681
36105,NY,57017
36107,NY,64052
36109,NY,65402
36111,NY,77427
36113,NY,69314
36115,NY,61633
36117,NY,65299
36119,NY,109131
36121,NY,66261
36123,NY,63619
37000,NC,61997
37001,NC,58847
37003,NC,52989
37005,NC,45239
37007,NC,40773
37009,NC,45551
37011,NC,48470
37013,NC,50312
37015,NC,41280
37017,NC,42398
37019,NC,67286
37021,NC,63838
37023,NC,53758
37025,NC,79148
37027,NC,44705
37029,NC,79162
37031,NC,63146
37033,NC,50879
37035,NC,59841
37037,NC,82764
37039,NC,44211
37041,NC,48568
37043,NC,51537
37045,NC,49009
37047,NC,41206
37049,NC,57628
37051,NC,52463
37053,NC,82759
37055,NC,68682
37057,NC,53473
37059,NC,67224
37061,NC,45149
37063,NC,71436
37065,NC,41157
37067,NC,60228
37069,NC,63687
37071,NC,56017
37073,NC,59762
37075,NC,43647
37077,NC,62715
37079,NC,42884
37081,NC,60915
37083,NC,38944
37085,NC,61701
37087,NC,51817
37089,NC,60384
37091,NC,40461
37093,NC,54948
37095,NC,44880
37097,NC,69734
37099,NC,50652
37101,NC,69889
37103,NC,47616
37105,NC,56679
37107,NC,44244
37109,NC,73319
37111,NC,50476
37113,NC,49406
37115,NC,51849
37117,NC,43261
37119,NC,75138
37121,NC,49086
37123,NC,52897
37125,NC,69373
37127,NC,55956
37129,NC,66212
37131,NC,40524
37133,NC,55645
37135,NC,79814
37137,NC,53732
37139,NC,51365
37141,NC,69555
37143,NC,53760
37145,NC,55287
37147,NC,48116
37149,NC,58064
37151,NC,57088
37153,NC,42158
37155,NC,38613
37157,NC,46868
37159,NC,56441
37161,NC,44477
37163,NC,48267
37165,NC,44060
37167,NC,57465
37169,NC,57763
37171,NC,51820
37173,NC,47838
37175,NC,61737
37177,NC,39970
37179,NC,87553
37181,NC,45557
37183,NC,91558
37185,NC,44794
37187,NC,42582
37189,NC,55183
37191,NC,49955
37193,NC,47891
37195,NC,48777
37197,NC,56547
37199,NC,46299
38000,ND,67603
38001,ND,56364
38003,ND,61111
38005,ND,47080
38007,ND,77375
38009,ND,67400
38011,ND,68253
38013,ND,71492
38015,ND,71980
38017,ND,66351
38019,ND,65006
38021,ND,55270
38023,ND,64646
38025,ND,75713
38027,ND,57277
38029,ND,55883
38031,ND,69364
38033,ND,63973
38035,ND,64804
38037,ND,48544
38039,ND,59520
38041,ND,54282
38043,ND,55020
38045,ND,65932
38047,ND,51318
38049,ND,64262
38051,ND,54211
38053,ND,86294
38055,ND,68419
38057,ND,78823
38059,ND,71415
38061,ND,71941
38063,ND,62095
38065,ND,72965
38067,ND,63809
38069,ND,55747
38071,ND,63973
38073,ND,71594
38075,ND,66937
38077,ND,65184
38079,ND,47394
38081,ND,69666
38083,ND,49374
38085,ND,40307
38087,ND,57922
38089,ND,73453
38091,ND,77013
38093,ND,63871
38095,ND,66452
38097,ND,72320
38099,ND,61472
38101,ND,69957
38103,ND,63665
38105,ND,77051
39000,OH,62286
39001,OH,47001
39003,OH,52518
39005,OH,59117
39007,OH,48916
39009,OH,49023
39011,OH,64942
39013,OH,50602
39015,OH,58990
39017,OH,72859
39019,OH,56287
39021,OH,64876
39023,OH,59077
39025,OH,70789
39027,OH,62999
39029,OH,51019
39031,OH,50135
39033,OH,50656
39035,OH,55250
39037,OH,59456
39039,OH,66697
39041,OH,118661
39043,OH,59226
39045,OH,80245
39047,OH,58020
39049,OH,66056
39051,OH,68985
39053,OH,49575
39055,OH,91701
39057,OH,79035
39059,OH,50599
39061,OH,64087
39063,OH,65866
39065,OH,53940
39067,OH,50691
39069,OH,69634
39071,OH,56772
39073,OH,55814
39075,OH,70027
39077,OH,62153
39079,OH,48745
39081,OH,50442
39083,OH,61642
39085,OH,74208
39087,OH,49916
39089,OH,72936
39091,OH,65499
39093,OH,63348
39095,OH,53379
39097,OH,71958
39099,OH,50216
39101,OH,53172
39103,OH,86880
39105,OH,45935
39107,OH,67958
39109,OH,65537
39111,OH,53036
39113,OH,56636
39115,OH,46327
39117,OH,62516
39119,OH,52806
39121,OH,50109
39123,OH,71409
39125,OH,60274
39127,OH,63329
39129,OH,72652
39131,OH,49357
39133,OH,65445
39135,OH,56134
39137,OH,72588
39139,OH,51733
39141,OH,53068
39143,OH,54399
39145,OH,43981
39147,OH,59292
39149,OH,63848
39151,OH,59205
39153,OH,63191
39155,OH,51838
39157,OH,58282
39159,OH,98167
39161,OH,61842
39163,OH,46511
39165,OH,97011
39167,OH,55133
39169,OH,60709
39171,OH,57131
39173,OH,64702
39175,OH,65757
40000,OK,55829
40001,OK,43371
40003,OK,55157
40005,OK,44489
40007,OK,60260
40009,OK,46744
40011,OK,50068
40013,OK,47916
40015,OK,44121
40017,OK,75806
40019,OK,53211
40021,OK,42269
40023,OK,41228
40025,OK,50300
40027,OK,67692
40029,OK,44733
40031,OK,50090
40033,OK,48703
40035,OK,48825
40037,OK,53287
40039,OK,51098
40041,OK,47774
40043,OK,53165
40045,OK,52503
40047,OK,59514
40049,OK,50043
40051,OK,61326
40053,OK,51688
40055,OK,39391
40057,OK,38826
40059,OK,58116
40061,OK,36954
40063,OK,39603
40065,OK,55293
40067,OK,37798
40069,OK,47039
40071,OK,50034
40073,OK,66770
40075,OK,40937
40077,OK,37294
40079,OK,42198
40081,OK,51525
40083,OK,68955
40085,OK,52205
40087,OK,72895
40089,OK,43930
40091,OK,42506
40093,OK,55948
40095,OK,49443
40097,OK,53161
40099,OK,55997
40101,OK,44521
40103,OK,58612
40105,OK,50228
40107,OK,36567
40109,OK,57890
40111,OK,46411
40113,OK,56156
40115,OK,45523
40117,OK,52367
40119,OK,50651
40121,OK,47589
40123,OK,51044
40125,OK,51569
40127,OK,42360
40129,OK,54944
40131,OK,69436
40133,OK,42053
40135,OK,43293
40137,OK,49840
40139,OK,56229
40141,OK,44231
40143,OK,59232
40145,OK,70603
40147,OK,54108
40149,OK,51073
40151,OK,51371
40153,OK,56666
41000,OR,71441
41001,OR,53107
41003,OR,65419
41005,OR,91076
41007,OR,59539
41009,OR,78267
41011,OR,54067
41013,OR,65755
41015,OR,52586
41017,OR,79648
41019,OR,52042
41021,OR,69135
41023,OR,53079
41025,OR,50113
41027,OR,70850
41029,OR,63308
41031,OR,59317
41033,OR,49833
41035,OR,49660
41037,OR,52012
41039,OR,61509
41041,OR,52751
41043,OR,64834
41045,OR,51466
41047,OR,64412
41049,OR,67334
41051,OR,77851
41053,OR,71606
41055,OR,69892
41057,OR,56158
41059,OR,58764
41061,OR,53294
41063,OR,58311
41065,OR,59638
41067,OR,91899
41069,OR,43468
41071,OR,75303
42000,PA,68931
42001,PA,72849
42003,PA,68874
42005,PA,54089
42007,PA,64593
42009,PA,52984
42011,PA,68693
42013,PA,55843
42015,PA,55199
42017,PA,99755
42019,PA,77902
42021,PA,52441
42023,PA,47588
42025,PA,58295
42027,PA,66239
42029,PA,109616
42031,PA,55551
42033,PA,54539
42035,PA,54171
42037,PA,56300
42039,PA,55141
42041,PA,81975
42043,PA,66121
42045,PA,78194
42047,PA,56843
42049,PA,56799
42051,PA,47812
42053,PA,46432
42055,PA,66983
42057,PA,55100
42059,PA,55287
42061,PA,54516
42063,PA,51887
42065,PA,51099
42067,PA,55279
42069,PA,61227
42071,PA,75619
42073,PA,58307
42075,PA,71826
42077,PA,68688
42079,PA,58645
42081,PA,58862
42083,PA,54377
42085,PA,54112
42087,PA,51503
42089,PA,74989
42091,PA,102648
42093,PA,68053
42095,PA,78768
42097,PA,50930
42099,PA,76010
42101,PA,52882
42103,PA,70065
42105,PA,51348
42107,PA,57868
42109,PA,61208
42111,PA,53770
42113,PA,55516
42115,PA,56995
42117,PA,56920
42119,PA,67424
42121,PA,56992
42123,PA,54073
42125,PA,68238
42127,PA,54336
42129,PA,63184
42131,PA,63118
42133,PA,72949
44000,RI,73324
44001,RI,94553
44003,RI,74282
44005,RI,85764
44007,RI,66610
44009,RI,90152
45000,SC,59447
45001,SC,49485
45003,SC,56711
45005,SC,31262
45007,SC,58951
45009,SC,37906
45011,SC,42265
45013,SC,72661
45015,SC,74289
45017,SC,39476
45019,SC,71755
45021,SC,45829
45023,SC,46500
45025,SC,45395
45027,SC,41240
45029,SC,46629
45031,SC,46291
45033,SC,39613
45035,SC,71548
45037,SC,57774
45039,SC,40766
45041,SC,52062
45043,SC,58419
45045,SC,68487
45047,SC,52462
45049,SC,41281
45051,SC,56342
45053,SC,54099
45055,SC,54900
45057,SC,68993
45059,SC,53130
45061,SC,39125
45063,SC,65016
45065,SC,50005
45067,SC,37534
45069,SC,38254
45071,SC,57072
45073,SC,53432
45075,SC,39832
45077,SC,54415
45079,SC,56940
45081,SC,50440
45083,SC,60470
45085,SC,48286
45087,SC,43615
45089,SC,40235
45091,SC,73466
46000,SD,66843
46003,SD,56110
46005,SD,53648
46007,SD,41607
46009,SD,54009
46011,SD,61581
46013,SD,62070
46015,SD,58516
46017,SD,25653
46019,SD,53812
46021,SD,61892
46023,SD,50712
46025,SD,59637
46027,SD,51388
46029,SD,65106
46031,SD,34372
46033,SD,68600
46035,SD,60924
46037,SD,56687
46039,SD,63342
46041,SD,45120
46043,SD,60711
46045,SD,67142
46047,SD,52113
46049,SD,59970
46051,SD,66697
46053,SD,45603
46055,SD,54380
46057,SD,75467
46059,SD,64118
46061,SD,79602
46063,SD,58187
46065,SD,72724
46067,SD,60502
46069,SD,60715
46071,SD,39639
46073,SD,67818
46075,SD,53891
46077,SD,60106
46079,SD,67151
46081,SD,62652
46083,SD,91352
46085,SD,48076
46087,SD,69208
46089,SD,49970
46091,SD,62871
46093,SD,63475
46095,SD,40223
46097,SD,60032
46099,SD,73040
46101,SD,66527
46102,SD,35046
46103,SD,64387
46105,SD,49810
46107,SD,64542
46109,SD,55666
46111,SD,61286
46115,SD,62269
46117,SD,73957
46119,SD,62078
46121,SD,36362
46123,SD,50688
46125,SD,66854
46127,SD,87314
46129,SD,53162
46135,SD,65826
46137,SD,37066
47000,TN,59698
47001,TN,58633
47003,TN,55420
47005,TN,45165
47007,TN,44867
47009,TN,62724
47011,TN,56273
47013,TN,44325
47015,TN,53093
47017,TN,45997
47019,TN,45293
47021,TN,75162
47023,TN,51615
47025,TN,43331
47027,TN,39770
47029,TN,40572
47031,TN,55070
47033,TN,50792
47035,TN,52000
47037,TN,65463
47039,TN,48292
47041,TN,45612
47043,TN,61219
47045,TN,51499
47047,TN,70943
47049,TN,41469
47051,TN,57723
47053,TN,51280
47055,TN,55468
47057,TN,46983
47059,TN,54166
47061,TN,41266
47063,TN,48483
47065,TN,65689
47067,TN,34055
47069,TN,44314
47071,TN,50309
47073,TN,49873
47075,TN,42634
47077,TN,53282
47079,TN,45980
47081,TN,50345
47083,TN,48788
47085,TN,55298
47087,TN,43611
47089,TN,50969
47091,TN,42230
47093,TN,64817
47095,TN,29281
47097,TN,42280
47099,TN,49794
47101,TN,50422
47103,TN,52018
47105,TN,72378
47107,TN,50480
47109,TN,45083
47111,TN,49357
47113,TN,53954
47115,TN,51898
47117,TN,64710
47119,TN,68425
47121,TN,51337
47123,TN,50364
47125,TN,63593
47127,TN,62609
47129,TN,48122
47131,TN,50021
47133,TN,45793
47135,TN,43998
47137,TN,44566
47139,TN,50863
47141,TN,52138
47143,TN,50479
47145,TN,56355
47147,TN,67539
47149,TN,77942
47151,TN,40788
47153,TN,55099
47155,TN,51771
47157,TN,54931
47159,TN,56567
47161,TN,56764
47163,TN,49489
47165,TN,71268
47167,TN,62814
47169,TN,49014
47171,TN,44971
47173,TN,51102
47175,TN,45565
47177,TN,48444
47179,TN,56071
47181,TN,47563
47183,TN,44799
47185,TN,45239
47187,TN,123474
47189,TN,82489
48000,TX,66959
48001,TX,54515
48003,TX,70005
48005,TX,50620
48007,TX,55435
48009,TX,69286
48011,TX,64401
48013,TX,57905
48015,TX,68150
48017,TX,47375
48019,TX,69051
48021,TX,72809
48023,TX,45408
48025,TX,45431
48027,TX,58878
48029,TX,63014
48031,TX,69247
48033,TX,69744
48035,TX,56041
48037,TX,52934
48039,TX,82165
48041,TX,50494
48043,TX,51197
48045,TX,49905
48047,TX,33460
48049,TX,48803
48051,TX,57469
48053,TX,72510
48055,TX,60063
48057,TX,70662
48059,TX,56708
48061,TX,46436
48063,TX,51024
48065,TX,66548
48067,TX,42896
48069,TX,62236
48071,TX,89767
48073,TX,48664
48075,TX,42758
48077,TX,60973
48079,TX,42274
48081,TX,46767
48083,TX,42253
48085,TX,102119
48087,TX,45734
48089,TX,62004
48091,TX,93487
48093,TX,49076
48095,TX,48563
48097,TX,58060
48099,TX,59718
48101,TX,44590
48103,TX,63555
48105,TX,53159
48107,TX,42728
48109,TX,48217
48111,TX,70895
48113,TX,63549
48115,TX,43627
48117,TX,50967
48119,TX,50329
48121,TX,98027
48123,TX,54279
48125,TX,42690
48127,TX,41838
48129,TX,44353
48131,TX,37921
48133,TX,47526
48135,TX,58389
48137,TX,47573
48139,TX,87698
48141,TX,50983
48143,TX,51964
48145,TX,46173
48147,TX,56794
48149,TX,64711
48151,TX,51362
48153,TX,43855
48155,TX,42616
48157,TX,98070
48159,TX,51885
48161,TX,48397
48163,TX,47833
48165,TX,58712
48167,TX,77627
48169,TX,43890
48171,TX,71594
48173,TX,116958
48175,TX,58937
48177,TX,48164
48179,TX,45530
48181,TX,62678
48183,TX,57608
48185,TX,52540
48187,TX,80145
48189,TX,47373
48191,TX,34766
48193,TX,53759
48195,TX,57692
48197,TX,45677
48199,TX,67183
48201,TX,63539
48203,TX,56645
48205,TX,71332
48207,TX,43546
48209,TX,79336
48211,TX,65387
48213,TX,50348
48215,TX,44260
48217,TX,52495
48219,TX,51078
48221,TX,68911
48223,TX,56680
48225,TX,45603
48227,TX,55842
48229,TX,38904
48231,TX,58326
48233,TX,56646
48235,TX,69966
48237,TX,51846
48239,TX,60666
48241,TX,50038
48243,TX,56149
48245,TX,55575
48247,TX,37454
48249,TX,43852
48251,TX,76226
48253,TX,52288
48255,TX,48470
48257,TX,73660
48259,TX,102832
48261,TX,42379
48263,TX,54154
48265,TX,60834
48267,TX,48671
48269,TX,74890
48271,TX,50567
48273,TX,49226
48275,TX,45558
48277,TX,50787
48279,TX,48981
48281,TX,64401
48283,TX,40549
48285,TX,54421
48287,TX,59469
48289,TX,51582
48291,TX,57174
48293,TX,50381
48295,TX,64249
48297,TX,52910
48299,TX,61037
48301,TX,100917
48303,TX,57270
48305,TX,50374
48307,TX,43525
48309,TX,58524
48311,TX,63120
48313,TX,48251
48315,TX,43178
48317,TX,69505
48319,TX,56690
48321,TX,50054
48323,TX,41815
48325,TX,62907
48327,TX,41507
48329,TX,84837
48331,TX,53320
48333,TX,54948
48335,TX,44476
48337,TX,54988
48339,TX,87831
48341,TX,61833
48343,TX,44957
48345,TX,47835
48347,TX,46970
48349,TX,51015
48351,TX,44030
48353,TX,44342
48355,TX,59337
48357,TX,60914
48359,TX,62868
48361,TX,65908
48363,TX,57580
48365,TX,54244
48367,TX,85613
48369,TX,56632
48371,TX,49291
48373,TX,50827
48375,TX,45904
48377,TX,39791
48379,TX,57294
48381,TX,72082
48383,TX,65162
48385,TX,46907
48387,TX,46134
48389,TX,46275
48391,TX,46695
48393,TX,73224
48395,TX,50816
48397,TX,120696
48399,TX,48190
48401,TX,53186
48403,TX,46233
48405,TX,43335
48407,TX,52302
48409,TX,58227
48411,TX,45437
48413,TX,52408
48415,TX,49727
48417,TX,61351
48419,TX,43244
48421,TX,62557
48423,TX,62903
48425,TX,68280
48427,TX,33535
48429,TX,46064
48431,TX,69212
48433,TX,49813
48435,TX,59905
48437,TX,45509
48439,TX,71399
48441,TX,53820
48443,TX,44343
48445,TX,42225
48447,TX,46253
48449,TX,49513
48451,TX,60750
48453,TX,84519
48455,TX,46569
48457,TX,46955
48459,TX,51634
48461,TX,49340
48463,TX,48438
48465,TX,50532
48467,TX,59929
48469,TX,57142
48471,TX,43012
48473,TX,65437
48475,TX,58461
48477,TX,66601
48479,TX,50865
48481,TX,56522
48483,TX,49282
48485,TX,53148
48487,TX,48117
48489,TX,37087
48491,TX,96653
48493,TX,78794
48495,TX,62477
48497,TX,77668
48499,TX,53485
48501,TX,66816
48503,TX,53715
48505,TX,37474
48507,TX,35046
49000,UT,79449
49001,UT,59437
49003,UT,69538
49005,UT,69670
49007,UT,50503
49009,UT,57400
49011,UT,93260
49013,UT,63327
49015,UT,62257
49017,UT,56943
49019,UT,52645
49021,UT,61421
49023,UT,77036
49025,UT,62311
49027,UT,68131
49029,UT,111472
49031,UT,50768
49033,UT,70815
49035,UT,80676
49037,UT,48071
49039,UT,62098
49041,UT,68303
49043,UT,124354
49045,UT,90591
49047,UT,64105
49049,UT,86597
49051,UT,102206
49053,UT,63639
49055,UT,57768
49057,UT,72348
50000,VT,72415
50001,VT,79756
50003,VT,65185
50005,VT,59762
50007,VT,84290
50009,VT,50840
50011,VT,69583
50013,VT,80693
50015,VT,64083
50017,VT,71487
50019,VT,54346
50021,VT,59916
50023,VT,75692
50025,VT,64381
50027,VT,65086
51000,VA,80926
51001,VA,50949
51003,VA,91849
51005,VA,49197
51007,VA,62884
51009,VA,57294
51011,VA,58860
51013,VA,124474
51015,VA,69243
51017,VA,56200
51019,VA,66026
51021,VA,50492
51023,VA,74081
51025,VA,47401
51027,VA,38087
51029,VA,54263
51031,VA,53059
51033,VA,73390
51035,VA,45956
51036,VA,63299
51037,VA,48382
51041,VA,86101
51043,VA,91603
51045,VA,57299
51047,VA,82220
51049,VA,52200
51051,VA,39722
51053,VA,66397
51057,VA,59012
51059,VA,133845
51061,VA,106714
51063,VA,54765
51065,VA,77226
51067,VA,60062
51069,VA,85262
51071,VA,55018
51073,VA,75630
51075,VA,104379
51077,VA,42553
51079,VA,76941
51081,VA,49323
51083,VA,46244
51085,VA,95195
51087,VA,78888
51089,VA,45784
51091,VA,48972
51093,VA,86286
51095,VA,92270
51097,VA,59730
51099,VA,98668
51101,VA,79378
51103,VA,58578
51105,VA,38529
51107,VA,153716
51109,VA,68838
51111,VA,44852
51113,VA,67527
51115,VA,69978
51117,VA,48013
51119,VA,62710
51121,VA,57752
51125,VA,61224
51127,VA,102920
51131,VA,51059
51133,VA,63255
51135,VA,46442
51137,VA,94547
51139,VA,53449
51141,VA,46963
51143,VA,52006
51145,VA,99854
51147,VA,51239
51149,VA,79710
51153,VA,116354
51155,VA,53111
51157,VA,80098
51159,VA,53959
51161,VA,73438
51163,VA,59252
51165,VA,72392
51167,VA,45254
51169,VA,42894
51171,VA,65308
51173,VA,42303
51175,VA,57965
51177,VA,100162
51179,VA,116569
51181,VA,61358
51183,VA,54282
51185,VA,40728
51187,VA,73546
51191,VA,54223
51193,VA,59959
51195,VA,41994
51197,VA,51206
51199,VA,97500
51510,VA,100877
51520,VA,41272
51530,VA,47144
51540,VA,61255
51550,VA,87057
51570,VA,59455
51580,VA,43075
51590,VA,37652
51595,VA,41610
51600,VA,107334
51610,VA,142430
51620,VA,46460
51630,VA,77437
51640,VA,42023
51650,VA,57662
51660,VA,50250
51670,VA,47263
51678,VA,53400
51680,VA,52127
51683,VA,100530
51685,VA,87255
51690,VA,38571
51700,VA,58303
51710,VA,56951
51720,VA,38316
51730,VA,40682
51735,VA,105525
51740,VA,53618
51750,VA,48898
51760,VA,52011
51770,VA,47545
51775,VA,60740
51790,VA,54508
51800,VA,78090
51810,VA,81364
51820,VA,54106
51830,VA,61750
51840,VA,55908
53000,WA,84155
53001,WA,57405
53003,WA,56438
53005,WA,77339
53007,WA,64700
53009,WA,62623
53011,WA,83790
53013,WA,59650
53015,WA,70104
53017,WA,64932
53019,WA,50565
53021,WA,79532
53023,WA,61268
53025,WA,61815
53027,WA,55018
53029,WA,76729
53031,WA,61548
53033,WA,110351
53035,WA,86826
53037,WA,62721
53039,WA,61542
53041,WA,63828
53043,WA,64692
53045,WA,73696
53047,WA,55233
53049,WA,58715
53051,WA,55060
53053,WA,85492
53055,WA,71678
53057,WA,72831
53059,WA,75158
53061,WA,99650
53063,WA,65571
53065,WA,60180
53067,WA,81544
53069,WA,64777
53071,WA,63631
53073,WA,71739
53075,WA,53140
53077,WA,60058
54000,WV,51122
54001,WV,43545
54003,WV,70893
54005,WV,41227
54007,WV,41587
54009,WV,52217
54011,WV,46923
54013,WV,38835
54015,WV,38261
54017,WV,48473
54019,WV,40478
54021,WV,40450
54023,WV,47357
54025,WV,41958
54027,WV,52186
54029,WV,52301
54031,WV,51591
54033,WV,52026
54035,WV,58606
54037,WV,85277
54039,WV,55069
54041,WV,47275
54043,WV,41452
54045,WV,40394
54047,WV,28720
54049,WV,51252
54051,WV,51385
54053,WV,44360
54055,WV,45679
54057,WV,54960
54059,WV,33416
54061,WV,56706
54063,WV,47344
54065,WV,58460
54067,WV,47186
54069,WV,53560
54071,WV,48035
54073,WV,53712
54075,WV,40260
54077,WV,57174
54079,WV,66946
54081,WV,42525
54083,WV,44451
54085,WV,47873
54087,WV,41202
54089,WV,40704
54091,WV,51580
54093,WV,49097
54095,WV,51594
54097,WV,49704
54099,WV,49227
54101,WV,36919
54103,WV,50110
